Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas4926     Pavarde4926    8     	10    	6     	7     	6     	1     	2     	4     	8     	6     	4     	10    	3     	10    	5     	4     	
Vardas4927     Pavarde4927    6     	4     	5     	8     	10    	9     	2     	2     	7     	7     	2     	1     	2     	8     	8     	4     	
Vardas4928     Pavarde4928    5     	1     	1     	10    	3     	9     	10    	1     	1     	3     	3     	9     	10    	10    	10    	7     	
Vardas4929     Pavarde4929    5     	9     	3     	7     	6     	10    	3     	2     	3     	9     	7     	7     	9     	8     	1     	9     	
Vardas4930     Pavarde4930    10    	2     	3     	5     	7     	5     	5     	2     	1     	7     	3     	8     	5     	3     	4     	10    	
Vardas4931     Pavarde4931    5     	3     	8     	3     	4     	1     	6     	2     	9     	9     	7     	6     	5     	6     	6     	9     	
Vardas4932     Pavarde4932    5     	10    	9     	2     	3     	4     	8     	4     	3     	6     	4     	3     	2     	3     	5     	6     	
Vardas4933     Pavarde4933    1     	10    	6     	6     	3     	3     	6     	8     	10    	5     	10    	4     	6     	1     	3     	9     	
Vardas4934     Pavarde4934    2     	7     	9     	10    	4     	2     	4     	8     	1     	9     	7     	10    	10    	6     	9     	2     	
Vardas4935     Pavarde4935    10    	10    	8     	5     	7     	9     	6     	1     	6     	9     	4     	2     	5     	7     	3     	9     	
Vardas4936     Pavarde4936    6     	4     	8     	5     	1     	2     	5     	6     	3     	5     	5     	4     	3     	10    	3     	9     	
Vardas4937     Pavarde4937    8     	1     	7     	7     	3     	9     	10    	5     	7     	10    	10    	9     	9     	1     	3     	1     	
Vardas4938     Pavarde4938    10    	1     	7     	4     	4     	9     	1     	1     	1     	6     	8     	5     	9     	3     	6     	9     	
Vardas4939     Pavarde4939    4     	4     	5     	9     	7     	5     	10    	8     	1     	1     	3     	7     	3     	2     	3     	5     	
Vardas4940     Pavarde4940    9     	7     	4     	10    	6     	5     	5     	10    	4     	8     	2     	4     	4     	10    	10    	5     	
Vardas4941     Pavarde4941    5     	2     	5     	4     	5     	9     	8     	6     	9     	9     	4     	9     	3     	3     	7     	9     	
Vardas4942     Pavarde4942    5     	7     	6     	5     	8     	9     	4     	7     	5     	1     	3     	3     	2     	2     	3     	3     	
Vardas4943     Pavarde4943    9     	1     	4     	9     	4     	1     	7     	8     	3     	2     	8     	7     	6     	2     	2     	4     	
Vardas4944     Pavarde4944    8     	7     	2     	10    	2     	9     	1     	7     	3     	1     	1     	9     	2     	6     	10    	4     	
Vardas4945     Pavarde4945    8     	6     	3     	9     	4     	8     	4     	2     	5     	9     	9     	3     	3     	9     	2     	4     	
Vardas4946     Pavarde4946    10    	10    	4     	9     	5     	10    	5     	4     	1     	4     	3     	8     	7     	3     	3     	4     	
Vardas4947     Pavarde4947    1     	10    	8     	3     	2     	8     	10    	1     	2     	4     	2     	9     	6     	2     	7     	7     	
Vardas4948     Pavarde4948    4     	3     	4     	10    	8     	6     	6     	3     	6     	7     	6     	10    	9     	2     	5     	1     	
Vardas4949     Pavarde4949    4     	3     	5     	6     	5     	2     	2     	2     	2     	5     	6     	4     	8     	2     	4     	1     	
Vardas4950     Pavarde4950    2     	8     	4     	8     	1     	9     	9     	5     	5     	7     	10    	6     	6     	1     	2     	8     	
Vardas4951     Pavarde4951    8     	10    	2     	7     	6     	3     	2     	4     	10    	1     	4     	10    	7     	4     	2     	7     	
Vardas4952     Pavarde4952    6     	5     	9     	4     	4     	5     	2     	7     	5     	7     	9     	2     	8     	10    	2     	9     	
Vardas4953     Pavarde4953    4     	10    	7     	6     	3     	9     	2     	2     	8     	3     	9     	7     	1     	9     	10    	2     	
Vardas4954     Pavarde4954    4     	3     	9     	7     	3     	7     	9     	4     	6     	5     	3     	9     	8     	9     	7     	8     	
Vardas4955     Pavarde4955    9     	9     	3     	3     	7     	8     	2     	9     	2     	1     	3     	4     	1     	1     	8     	8     	
Vardas4956     Pavarde4956    2     	10    	2     	6     	8     	7     	9     	2     	2     	9     	6     	10    	3     	4     	6     	3     	
Vardas4957     Pavarde4957    10    	8     	8     	10    	10    	8     	3     	4     	1     	9     	2     	3     	6     	2     	10    	6     	
Vardas4958     Pavarde4958    5     	8     	5     	4     	6     	3     	7     	2     	5     	10    	5     	1     	7     	4     	1     	3     	
Vardas4959     Pavarde4959    8     	6     	6     	2     	10    	9     	5     	9     	7     	5     	7     	9     	1     	10    	2     	6     	
Vardas4960     Pavarde4960    7     	1     	10    	5     	4     	4     	6     	2     	3     	7     	7     	4     	5     	4     	3     	2     	
Vardas4961     Pavarde4961    9     	8     	2     	6     	8     	7     	9     	1     	2     	10    	9     	6     	1     	10    	6     	10    	
Vardas4962     Pavarde4962    2     	9     	4     	5     	9     	5     	4     	4     	6     	7     	3     	6     	7     	4     	2     	8     	
Vardas4963     Pavarde4963    8     	2     	6     	10    	2     	5     	6     	5     	6     	5     	1     	6     	3     	4     	10    	9     	
Vardas4964     Pavarde4964    6     	2     	9     	3     	6     	9     	3     	7     	10    	8     	9     	8     	6     	1     	9     	8     	
Vardas4965     Pavarde4965    7     	5     	10    	1     	8     	5     	8     	2     	3     	4     	8     	8     	5     	8     	2     	1     	
Vardas4966     Pavarde4966    4     	7     	1     	6     	10    	5     	8     	9     	4     	6     	8     	3     	7     	3     	3     	2     	
Vardas4967     Pavarde4967    5     	6     	1     	1     	5     	10    	5     	7     	9     	4     	5     	9     	9     	6     	7     	8     	
Vardas4968     Pavarde4968    6     	3     	4     	3     	3     	6     	7     	2     	10    	6     	8     	8     	2     	6     	7     	5     	
Vardas4969     Pavarde4969    5     	8     	1     	5     	8     	7     	6     	9     	1     	5     	4     	1     	9     	5     	2     	2     	
Vardas4970     Pavarde4970    3     	1     	1     	1     	1     	3     	1     	8     	2     	1     	5     	8     	1     	10    	5     	6     	
Vardas4971     Pavarde4971    2     	5     	8     	8     	3     	3     	10    	9     	2     	6     	2     	4     	3     	6     	3     	4     	
Vardas4972     Pavarde4972    7     	5     	1     	7     	6     	3     	10    	4     	8     	5     	4     	2     	10    	2     	4     	3     	
Vardas4973     Pavarde4973    8     	4     	3     	6     	6     	8     	9     	1     	6     	7     	7     	4     	2     	1     	5     	8     	
Vardas4974     Pavarde4974    1     	9     	5     	4     	7     	6     	2     	10    	2     	1     	3     	4     	4     	5     	8     	6     	
Vardas4975     Pavarde4975    9     	8     	4     	6     	5     	8     	5     	2     	10    	7     	1     	10    	2     	8     	4     	6     	
Vardas4976     Pavarde4976    7     	6     	8     	1     	4     	6     	3     	3     	9     	1     	9     	3     	6     	5     	6     	4     	
Vardas4977     Pavarde4977    7     	5     	3     	7     	7     	8     	3     	8     	5     	1     	4     	4     	9     	7     	9     	9     	
Vardas4978     Pavarde4978    10    	6     	10    	3     	4     	7     	1     	5     	4     	4     	7     	5     	6     	3     	2     	4     	
Vardas4979     Pavarde4979    5     	6     	2     	9     	10    	8     	2     	10    	6     	1     	3     	4     	5     	9     	10    	7     	
Vardas4980     Pavarde4980    3     	1     	6     	6     	1     	4     	2     	5     	6     	8     	8     	3     	7     	3     	9     	9     	
Vardas4981     Pavarde4981    7     	1     	3     	7     	3     	7     	1     	7     	2     	10    	1     	2     	8     	10    	4     	10    	
Vardas4982     Pavarde4982    2     	1     	10    	9     	1     	9     	5     	8     	6     	9     	1     	5     	6     	5     	6     	9     	
Vardas4983     Pavarde4983    4     	1     	2     	4     	8     	6     	9     	5     	7     	8     	8     	1     	2     	1     	2     	2     	
Vardas4984     Pavarde4984    9     	9     	1     	8     	8     	7     	6     	3     	10    	5     	5     	6     	1     	6     	4     	7     	
Vardas4985     Pavarde4985    1     	2     	4     	3     	3     	1     	2     	7     	3     	5     	8     	6     	2     	1     	8     	7     	
Vardas4986     Pavarde4986    3     	1     	1     	9     	8     	2     	6     	8     	3     	9     	10    	3     	2     	2     	7     	4     	
Vardas4987     Pavarde4987    1     	7     	5     	3     	7     	3     	8     	4     	1     	2     	6     	1     	3     	5     	8     	7     	
Vardas4988     Pavarde4988    4     	1     	1     	2     	1     	5     	8     	3     	5     	8     	4     	5     	1     	4     	5     	8     	
Vardas4989     Pavarde4989    2     	6     	10    	4     	1     	3     	4     	4     	3     	6     	3     	10    	7     	3     	6     	10    	
Vardas4990     Pavarde4990    10    	1     	10    	1     	3     	5     	6     	10    	9     	1     	6     	8     	5     	5     	6     	3     	
Vardas4991     Pavarde4991    8     	7     	2     	9     	6     	5     	9     	7     	6     	1     	10    	3     	3     	9     	5     	10    	
Vardas4992     Pavarde4992    2     	7     	4     	2     	10    	3     	8     	10    	6     	6     	4     	7     	2     	7     	5     	3     	
Vardas4993     Pavarde4993    5     	8     	8     	7     	9     	10    	5     	9     	2     	10    	6     	9     	4     	3     	3     	2     	
Vardas4994     Pavarde4994    7     	3     	5     	7     	5     	7     	4     	4     	7     	8     	5     	1     	4     	7     	6     	2     	
Vardas4995     Pavarde4995    2     	10    	3     	9     	10    	6     	4     	2     	9     	9     	1     	8     	10    	3     	2     	8     	
Vardas4996     Pavarde4996    1     	7     	1     	7     	4     	10    	3     	5     	5     	5     	3     	4     	1     	2     	5     	3     	
Vardas4997     Pavarde4997    10    	6     	2     	9     	3     	7     	4     	3     	8     	3     	4     	9     	9     	3     	7     	4     	
Vardas4998     Pavarde4998    1     	8     	3     	6     	9     	2     	5     	4     	1     	5     	1     	7     	5     	3     	9     	5     	
Vardas4999     Pavarde4999    4     	1     	8     	6     	3     	9     	8     	5     	1     	5     	3     	1     	3     	6     	8     	5     	
Vardas5000     Pavarde5000    8     	6     	6     	9     	1     	5     	4     	2     	6     	8     	4     	9     	2     	7     	6     	4     	
Vardas5001     Pavarde5001    10    	4     	8     	5     	5     	1     	10    	7     	4     	4     	2     	8     	7     	10    	4     	1     	
Vardas5002     Pavarde5002    8     	10    	7     	8     	8     	7     	10    	4     	1     	8     	9     	7     	4     	5     	3     	6     	
Vardas5003     Pavarde5003    7     	8     	9     	6     	3     	9     	10    	7     	2     	6     	3     	3     	1     	4     	1     	10    	
Vardas5004     Pavarde5004    1     	1     	8     	9     	1     	8     	5     	8     	10    	8     	6     	10    	3     	5     	6     	7     	
Vardas5005     Pavarde5005    2     	8     	4     	8     	5     	3     	7     	3     	3     	8     	4     	3     	3     	7     	3     	8     	
Vardas5006     Pavarde5006    3     	8     	10    	2     	3     	3     	3     	2     	5     	8     	10    	7     	8     	6     	6     	6     	
Vardas5007     Pavarde5007    6     	6     	2     	2     	1     	4     	1     	6     	1     	10    	3     	10    	3     	1     	9     	9     	
Vardas5008     Pavarde5008    3     	4     	5     	2     	3     	9     	7     	3     	4     	4     	2     	8     	7     	2     	6     	3     	
Vardas5009     Pavarde5009    3     	4     	10    	2     	4     	8     	7     	5     	5     	6     	2     	7     	1     	1     	8     	8     	
Vardas5010     Pavarde5010    1     	8     	6     	2     	4     	7     	7     	4     	8     	10    	5     	2     	5     	5     	4     	2     	
Vardas5011     Pavarde5011    7     	5     	9     	7     	4     	4     	4     	9     	7     	9     	4     	3     	1     	6     	3     	7     	
Vardas5012     Pavarde5012    9     	2     	10    	1     	6     	6     	8     	7     	2     	4     	10    	7     	1     	4     	1     	8     	
Vardas5013     Pavarde5013    3     	9     	8     	3     	4     	7     	7     	10    	7     	8     	3     	7     	6     	7     	2     	9     	
Vardas5014     Pavarde5014    1     	4     	9     	3     	2     	3     	9     	4     	7     	4     	3     	1     	3     	1     	10    	10    	
Vardas5015     Pavarde5015    5     	4     	1     	6     	7     	4     	10    	2     	5     	4     	7     	3     	3     	1     	8     	5     	
Vardas5016     Pavarde5016    3     	7     	6     	10    	7     	5     	9     	1     	4     	8     	3     	4     	1     	3     	2     	6     	
Vardas5017     Pavarde5017    8     	8     	4     	9     	7     	8     	1     	9     	3     	8     	7     	4     	9     	7     	4     	9     	
Vardas5018     Pavarde5018    10    	8     	8     	1     	8     	1     	9     	5     	3     	1     	9     	7     	7     	4     	3     	5     	
Vardas5019     Pavarde5019    6     	9     	4     	3     	9     	2     	2     	7     	4     	2     	8     	10    	10    	7     	8     	6     	
Vardas5020     Pavarde5020    1     	10    	9     	7     	5     	10    	7     	2     	10    	2     	6     	8     	6     	8     	9     	4     	
Vardas5021     Pavarde5021    8     	7     	6     	9     	9     	5     	1     	1     	10    	10    	9     	9     	1     	6     	5     	5     	
Vardas5022     Pavarde5022    3     	9     	3     	2     	9     	5     	6     	1     	5     	9     	7     	7     	6     	1     	4     	6     	
Vardas5023     Pavarde5023    3     	7     	8     	10    	10    	4     	3     	6     	5     	5     	3     	3     	10    	5     	5     	1     	
